,d__Eukaryota;p__Cercozoa;c__Filosa-Chlorarachnea;o__Chlorarachniophyceae,d__Eukaryota;p__Chlorophyta;c__Chlorodendrophyceae;o__Chlorodendrales,d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales,d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Dolichomastigales,d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales,d__Eukaryota;p__Chlorophyta;c__Nephroselmidophyceae;o__Nephroselmidales,d__Eukaryota;p__Chlorophyta;c__Pedinophyceae;o__Pedinomonadales,d__Eukaryota;p__Chlorophyta;c__Prasinococcales;o__Prasinococcales_XX,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-7,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-9,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pseudoscourfieldiales,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pseudoscourfieldiales-clade-6,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pyramimonadales,d__Eukaryota;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae_XX,d__Eukaryota;p__Cryptophyta;c__Cryptophyceae;o__Pyrenomonadales,d__Eukaryota;p__Dinophyta;c__Dinophyceae;o__Brachidiniales,d__Eukaryota;p__Discoba;c__Euglenozoa;o__Eutreptiales,d__Eukaryota;p__Haptophyta;c__Pavlovophyceae;o__Pavlovales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Coccolithales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Isochrysidales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Phaeocystales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophyceae_XX,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophycidae_XX,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Syracosphaerales,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Zygodiscales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariophyceae_X,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariophyta_XX,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Chaetocerotales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Corethrales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Coscinodiscales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Coscinodiscophyceae_X,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Cymatosirales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Cymbellales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Rhizosoleniales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Thalassionematales,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Thalassiosirales,d__Eukaryota;p__Ochrophyta;c__Bolidophyceae;o__Bolidomonadales,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae-Synurophyceae;o__Chromulinales,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae-Synurophyceae;o__Chrysophyceae-Synurophyceae_XX,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae_XX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Dictyochophyceae_XX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Florenciellales,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Rhizochromulinales,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Pelagomonadales,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Pelagophyceae_XX,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Sarcinochrysidales,d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales,d__Eukaryota;p__Rappemonad;c__Rappemonad_X;o__Rappemonad_XXX,d__Eukaryota;p__Stramenopiles_X;c__Stramenopiles_XX;o__Stramenopiles_XXXX,d__Eukaryota;p__Streptophyta;c__Embryophyceae;o__Gymnodiniales,d__Eukaryota;p__Streptophyta;c__Embryophyceae;o__Malpighiales,Chla.m
SPOT_5m_PA_2001.12.01,1.3947773963050647,-3.239951591924571,-3.239951591924571,0.8030996759099791,5.224262674700779,-3.239951591924571,-1.160510050244735,-0.6008942623093123,-0.34957983402840664,-1.042727014588352,1.2709079145922786,-0.2955126127581309,2.1071559387928973,0.2565559695419086,4.652500451595781,-3.239951591924571,-3.239951591924571,-3.239951591924571,1.627582858531011,3.3680490333715154,4.367429833715221,5.346207803956389,4.021975500778179,1.6198608124371008,-3.239951591924571,2.3731765144634993,-2.5468044113646258,-3.239951591924571,-3.239951591924571,2.2734771542404113,-3.239951591924571,-3.239951591924571,-3.239951591924571,3.7232383939456666,0.44892786218936553,4.065908440759438,0.6518687061860557,3.694445618003987,1.3850212213596995,-3.239951591924571,-0.5319013908223615,-0.10445737599542149,-3.239951591924571,3.2277471341797823,3.283610714224941,0.22578431087515494,-3.239951591924571,4.207216767675469,-3.239951591924571,2.9706484851000816,-0.10445737599542149,-0.2955126127581309,-3.239951591924571,-3.239951591924571,-3.239951591924571,0.77259344
SPOT_5m_PA_2002.01.01,-0.023207555132858992,-3.2012613854808043,-1.2553512364254908,0.5364082328025637,5.004503339753652,-3.2012613854808043,-1.8149670243609135,0.4096565271634196,-1.8149670243609135,0.7877226610834702,1.253085910772703,-3.2012613854808043,3.003296377087886,-1.8149670243609135,4.1777467421475,-3.2012613854808043,-3.2012613854808043,-0.4286726632410236,1.4138591313604545,1.8739124297530223,3.5944443896927094,4.975973500029388,2.907986197283561,1.4808698416434156,-3.2012613854808043,-0.11021893212248912,-3.2012613854808043,-3.2012613854808043,0.01761443938739582,1.4715674489811015,-3.2012613854808043,-3.2012613854808043,-3.2012613854808043,2.291800057859744,-0.4932111843785947,-3.2012613854808043,-3.2012613854808043,3.4770807291735273,1.1681864669862172,0.23272581900434197,2.8786718096147856,0.8930831767412961,2.347814699414415,4.138925449839311,2.382234923300895,0.19993599618135072,-3.2012613854808043,3.0791344534793903,-3.2012613854808043,2.3934499941210348,2.6509410942936698,0.13094312469439906,1.0034312339101614,-3.2012613854808043,-3.2012613854808043,0.33425605
SPOT_5m_PA_2002.02.01,-2.252884763365258,-2.252884763365258,-2.252884763365258,0.4551654377369516,4.999169188487556,-2.252884763365258,-2.252884763365258,-2.252884763365258,-2.252884763365258,0.5803285806909582,1.46068730333905,-2.252884763365258,-2.252884763365258,-2.252884763365258,3.5906596536661017,-2.252884763365258,-2.252884763365258,-2.252884763365258,1.575756633123837,2.606927640996414,4.928707181246606,6.327095416149744,4.7336816960411685,1.7360992831990165,-2.252884763365258,0.2320218864227419,-2.252884763365258,-2.252884763365258,-2.252884763365258,3.1764608655891826,-2.252884763365258,1.302463298124156,-2.252884763365258,3.2319121701253968,-2.252884763365258,-2.252884763365258,-2.252884763365258,0.9251690669826873,1.8742496216798337,-2.252884763365258,3.3529173029307393,-2.252884763365258,2.6299171592211126,4.217914740417344,2.951121923711537,-0.8665904022453672,-2.252884763365258,3.808572155562759,-2.252884763365258,3.5522502055512306,-0.30697461430994455,0.3120645940962792,-0.30697461430994455,-2.252884763365258,-2.252884763365258,0.6415789
SPOT_5m_PA_2002.03.01,-3.4869727571498004,-2.3883604684816913,-3.4869727571498004,1.0348158198992392,4.864165849936354,-3.4869727571498004,-0.9220233996882641,0.2506968611335676,-0.7143840349100197,-1.541062608094487,1.4108670428011107,-3.4869727571498004,2.27192901672748,-3.4869727571498004,3.6526875788151187,-3.4869727571498004,-3.4869727571498004,-3.4869727571498004,2.2267600483595684,3.052613198467869,4.8525281458561444,6.091684527299042,4.605572506741499,2.038480181981983,-2.3883604684816913,0.6073718050723,-0.5966009992536359,2.5094793314692208,-3.4869727571498004,1.606777443656962,-3.4869727571498004,-3.4869727571498004,-3.4869727571498004,2.8138130375134436,-1.8775348447157008,0.6401616278952904,-3.4869727571498004,1.257959371213449,1.0238867493670494,-0.6537594130935842,1.7115242741160248,0.009534804316679413,1.0348158198992392,3.713452135795156,3.04098516047275,-0.08577537548764536,-3.4869727571498004,4.262780649124636,0.36317484456025806,3.633471615242687,1.3252115982226167,0.31968973262051925,-0.6537594130935842,-3.4869727571498004,-2.1006783960299096,2.0456045
SPOT_5m_PA_2002.04.01,-3.09573791131295,-3.09573791131295,-3.09573791131295,1.3701702073416344,4.703195398728267,-3.09573791131295,0.1623586267085324,-0.10000563775895888,-0.05121547358952672,-1.9971256226448393,1.6404605370815455,0.7960823867976767,1.6404605370815455,-3.09573791131295,3.544137922513586,-3.09573791131295,-3.09573791131295,-3.09573791131295,1.7000526342837912,3.32750905222057,4.203383551397851,5.385828102460136,3.6316938135379058,1.8169169744231022,-3.09573791131295,0.03975630461620039,-3.09573791131295,-3.09573791131295,-3.09573791131295,0.9647050992334698,-3.09573791131295,-3.09573791131295,-3.09573791131295,3.0759626860979656,-3.09573791131295,-3.09573791131295,-0.6108312615249494,0.7329034851761458,1.5486529878284232,-3.09573791131295,3.922663887756251,2.6472652764965323,3.013509671451416,4.6957849078377825,2.9563512576114674,0.12313791355525083,-3.09573791131295,3.6388537486599986,1.1089547080780164,3.0759626860979656,-3.09573791131295,1.0151359528603612,1.248067510540734,-3.09573791131295,0.03975630461620039,0.44390714
SPOT_5m_PA_2002.05.01,0.6330867872512966,-1.3818162332909685,-3.6844013262850135,3.163603948291349,5.130968674675646,-3.6844013262850135,-0.3171054962985398,-0.5933588729266983,0.20741897182561253,0.22762167914313203,3.0394311145361947,1.2134384736658976,2.860948334049406,-1.892641857056959,3.878799266073057,-1.7384911772297,-3.6844013262850135,-1.4871767489487953,1.4803846476385,1.6531367534163044,3.864681384527272,5.396741107219487,4.281491408799514,1.6337186675592026,-3.6844013262850135,-0.38856446028068437,-0.5063474959370682,-3.6844013262850135,-3.6844013262850135,2.6647376650947843,-3.6844013262850135,-3.6844013262850135,-3.6844013262850135,2.223681611883917,-1.1994946764970136,-1.4871767489487953,-3.6844013262850135,0.6060581148633775,2.159143090746346,-1.3818162332909685,3.2213519500264503,-1.2865060534866428,1.1358802393200227,3.7241292406096123,3.393940253272657,-0.5933588729266983,-3.6844013262850135,3.840159900000346,-0.10088238782890357,3.0989238743189462,-3.6844013262850135,0.6976253083888677,0.5052534157414117,-3.6844013262850135,-3.6844013262850135,0.4455365
SPOT_5m_PA_2002.06.01,2.78530905804253,-0.8363616463779557,-2.445799558812057,2.779947114901145,4.871412849547783,-2.445799558812057,0.32678916342772446,-2.445799558812057,0.4445721990841083,-2.445799558812057,1.6317378850936635,-0.4998894097567428,1.7737081463640507,-2.445799558812057,4.3053019101247045,-2.445799558812057,-2.445799558812057,-2.445799558812057,1.743855183214369,2.3333239342994734,4.416958354239345,5.40079041647913,4.343172184180114,1.2918700594713117,-2.445799558812057,-2.445799558812057,-2.445799558812057,-2.445799558812057,-2.445799558812057,0.5987228789113663,-2.445799558812057,-2.445799558812057,-2.445799558812057,2.822058600251272,-2.445799558812057,-2.445799558812057,-2.445799558812057,1.3154005568815057,1.6485450034100442,-2.445799558812057,1.830866560203999,0.7730762660561448,1.1377193796440537,3.4064029209624183,3.227523708359436,-0.4998894097567428,-2.445799558812057,4.079230099031406,0.9214962711744175,2.57808096203422,-2.445799558812057,0.1932577708032026,-2.445799558812057,-2.445799558812057,-2.445799558812057,0.35401365
SPOT_5m_PA_2002.07.01,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,2.0927405691765584,5.652950741007201,-3.0430578678737037,-3.0430578678737037,2.9828081059516105,-0.40400053825844484,-1.656763506753813,-1.2512983986456492,0.594528291852682,1.510819023726837,-3.0430578678737037,4.968960371285357,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,2.0628876060268766,1.445578501858436,5.263661175328987,5.524067692290743,4.3359502597546005,1.7772236977313334,-3.0430578678737037,-0.3350076667714941,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,-3.0430578678737037,4.083832941025104,1.3513912867987354,-3.0430578678737037,-3.0430578678737037,1.862216910564726,2.948406679234278,-0.645162595075333,2.637114741143363,0.9272340456784178,2.525286635887393,4.000975029400982,4.284065424385589,1.760963176859553,-3.0430578678737037,5.914195076415197,-3.0430578678737037,3.7725821222006277,0.13499596247424162,0.5122901936157094,-0.645162595075333,-3.0430578678737037,-3.0430578678737037,0.305
SPOT_5m_PA_2002.08.01,3.3552724152875415,-0.6227085579324019,-3.713751011290718,3.0443434931370126,4.412175791417168,-3.713751011290718,0.15744999961717276,-3.713751011290718,-0.4179141452863888,1.862198091855598,1.1614463119104332,-0.27976380680557167,0.8401258803098228,-3.713751011290718,2.2777135358172638,-0.6227085579324019,-3.713751011290718,-0.8233792533945534,1.7372874422749822,0.6556968411763036,3.5600353065541763,5.456392170934052,5.046858836279285,1.9030200863758528,-3.713751011290718,-3.713751011290718,2.753947714813636,-3.713751011290718,-3.713751011290718,4.461233521652369,-3.713751011290718,-3.713751011290718,-3.713751011290718,-3.713751011290718,2.960810380523708,0.2752330352735566,-1.7678408622354045,-3.713751011290718,-0.13023207283460803,-2.1043130988566183,2.4826931165038024,0.1363965904193405,3.203954598544587,3.372986923219859,3.1563024005074074,1.0047478600043762,-0.8233792533945534,3.421936335737426,0.1363965904193405,2.7287891551774806,-3.713751011290718,-0.10283309864649404,2.172353020159438,-3.713751011290718,-0.6227085579324019,0.3291
SPOT_5m_PA_2002.09.01,4.323031871428153,-1.355860054382923,-3.435301596062759,4.155045349539807,5.65648043978929,-3.435301596062759,-1.6435421268347028,-3.435301596062759,-0.0013143915776119286,1.326872338734998,2.0327585450723733,0.8954317442235729,0.7842061091133488,0.7390856738328786,3.1243136414304837,-3.435301596062759,-3.435301596062759,-3.435301596062759,2.3758393969139417,0.5349903174893633,4.613167147606124,6.473073990546146,4.699459186355888,2.530845143060934,-3.435301596062759,-3.435301596062759,1.1496658826078132,-3.435301596062759,-3.435301596062759,1.283197275232336,-3.435301596062759,-3.435301596062759,-0.7962442664475002,-0.870352238601221,-3.435301596062759,-1.0374063232643884,-3.435301596062759,0.9341462564042633,2.693748613997787,-1.8258636836286577,2.4283295795353386,2.1556853844480983,1.9940440328916829,3.0323971300415957,3.5686725406599216,-0.6627128738229775,-3.435301596062759,4.709667821025117,-3.435301596062759,3.8502049524600275,-3.435301596062759,-0.0013143915776119286,-0.5449298381665937,-3.435301596062759,-1.4893914470074456,0.48133332
SPOT_5m_PA_2002.12.01,3.385120762837824,-2.6693185834315463,-2.6693185834315463,1.6481695301047647,5.147501382333006,-2.6693185834315463,-0.8775591142034909,-2.6693185834315463,0.2751203957348949,2.7945132215940642,2.1181731593504995,-0.7234084343762328,0.7964173193681807,-2.6693185834315463,2.3995856187886853,-0.36673349043750036,-2.6693185834315463,-2.6693185834315463,2.466479853618716,2.460580131491527,4.015293144236381,5.548119954298642,4.72578896313094,2.3676340189820833,-2.6693185834315463,2.198215867024036,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,0.5495572414366547,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,1.0918815322620166,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,-2.6693185834315463,2.598539575631782,1.9941205106805207,2.09285535136621,4.183980509754532,3.4748670506940997,0.8271889780349344,-2.6693185834315463,4.4615802468648,-2.6693185834315463,3.7359098745992956,-2.6693185834315463,1.373732684403004,-0.030261253816287415,-2.6693185834315463,-2.6693185834315463,0.23849998
SPOT_5m_PA_2003.01.01,1.3110411792314869,-0.9097138955149262,-3.548771225130185,1.4551750808152741,5.038694019271384,-3.548771225130185,-1.0638645753421851,-3.548771225130185,0.40247249345124203,1.4279625172903891,2.114189255005761,-0.5042487874067625,2.1483222613752195,-0.457728771771869,3.3418378950169814,-3.548771225130185,-3.548771225130185,-3.548771225130185,2.5196543631139248,2.705057586445288,4.218916052056723,5.617826223898079,5.028952466026085,1.6769754485830157,-3.548771225130185,2.231972290662144,-3.548771225130185,1.169727646164909,-3.548771225130185,-3.548771225130185,-3.548771225130185,-3.548771225130185,-3.548771225130185,2.5626961143724936,0.6559213942607807,-0.18147539514371136,-3.548771225130185,-3.548771225130185,1.8357238376589038,-1.1508759523318144,2.803858171189381,1.015576966337651,2.37280719451363,3.923729519607373,3.6205787915404146,1.3928711974791188,-3.548771225130185,4.464902917702499,-3.548771225130185,3.6968838424643504,-1.4693296834503489,1.1961609032330651,-0.9838218676686488,-3.548771225130185,-1.351546647793965,0.3545294
SPOT_5m_PA_2003.03.01,-1.945575144748318,-1.945575144748318,-1.945575144748318,0.35700994824572785,4.429449675079779,-0.33613723231421755,-1.945575144748318,-1.945575144748318,-1.945575144748318,-1.945575144748318,1.4884120597368282,-1.945575144748318,1.8156249709452448,0.6193742127132191,3.3967591072164933,-1.945575144748318,-1.945575144748318,-1.945575144748318,-1.945575144748318,2.344884296400074,3.717385335387628,5.438414313230191,3.685636637073048,-1.945575144748318,-1.945575144748318,-1.945575144748318,-1.945575144748318,-1.945575144748318,-1.945575144748318,3.731178657519964,-1.945575144748318,-1.945575144748318,-1.945575144748318,2.597719637521686,-1.945575144748318,1.3125213932731645,-1.945575144748318,2.4111336819412745,1.5509324167181626,-1.945575144748318,2.565284361768532,-1.945575144748318,2.608301746852223,3.2584315423284775,3.3919629349530003,0.0003350043069954012,-1.945575144748318,3.5638131918796594,-1.945575144748318,3.117019888278649,0.35700994824572785,0.9447966131478474,-1.945575144748318,-1.945575144748318,-1.945575144748318,1.7768846
SPOT_5m_PA_2003.05.01,-1.7387126946087657,-1.7387126946087657,2.8462547840618058,-1.7387126946087657,6.913885133813674,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,-0.12927478217466515,-1.7387126946087657,1.7577948668577141,0.969337506493444,5.575174137024696,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,1.2057262845576746,1.9501667595051702,6.18535963031465,-1.7387126946087657,2.231579218943356,-1.7387126946087657,-1.7387126946087657,3.151636433612988,-1.7387126946087657,1.8166353668806474,4.3039201390736155,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,1.4393411357391797,-1.7387126946087657,3.636565713075399,-1.7387126946087657,2.4807950105673404,2.886260118675505,-1.7387126946087657,0.5638723983852794,-1.7387126946087657,-1.7387126946087657,1.4393411357391797,2.3721611695645457,-1.7387126946087657,-1.7387126946087657,2.52396718243255,-1.7387126946087657,-1.7387126946087657,1.2570195789452248,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,-1.7387126946087657,1.1045998
SPOT_5m_PA_2003.06.01,-0.011748779970941925,-2.9021205378671056,-2.9021205378671056,2.6813757709145927,4.250148318165433,-2.9021205378671056,-0.19407033676489593,-0.33717118040556926,1.00990246756104,-1.110361068639051,-2.9021205378671056,0.14240189985631702,2.7848548184727138,-2.9021205378671056,4.056327855430549,-2.9021205378671056,-2.9021205378671056,-0.956210388811793,2.3657376211962218,3.8857244444424732,3.615550735045169,4.609950707968361,3.4077977403594106,0.5318666666180398,-0.5995354448730605,-2.9021205378671056,-0.33717118040556926,0.7614411082625399,-2.9021205378671056,0.9690804730407852,-2.9021205378671056,-2.9021205378671056,-2.9021205378671056,-2.9021205378671056,0.35597600015437614,1.3173871673090005,-2.9021205378671056,-2.9021205378671056,1.068171375685016,1.346374704182253,3.929833027698749,2.6352137291514306,3.372641483374833,4.038101931252532,1.8252672808452344,-0.41721388807910564,-2.9021205378671056,3.0843314674173317,0.35597600015437614,1.9957192620838056,-2.9021205378671056,-2.9021205378671056,1.6087389686497433,-2.9021205378671056,-2.9021205378671056,0.35714287
SPOT_5m_PA_2003.07.01,-0.6391745223063978,-2.836399099642617,-2.836399099642617,2.7840017660745326,4.361036254453974,-1.7377868109745078,-2.836399099642617,-0.12834889854040732,1.0954265330817083,1.2579454625794835,-2.836399099642617,2.061440700308294,1.2744747645306935,0.29909511628653274,3.220384913586007,-2.836399099642617,-2.836399099642617,-2.836399099642617,-2.1432519190826715,3.068962748411953,3.0552451121831536,4.376632560192252,3.4643866950206266,1.9427243934689118,-2.836399099642617,-2.836399099642617,-2.836399099642617,1.3977074049546419,-2.836399099642617,3.812585450382159,-2.836399099642617,-2.836399099642617,-2.836399099642617,3.041336682137022,-2.836399099642617,-2.836399099642617,-2.836399099642617,-2.836399099642617,1.1338928139095046,0.9477905342756436,2.7583122799592217,2.7730726955423424,2.9687358692738712,4.352013636854336,1.6295090190119668,1.9342855248230473,-2.836399099642617,4.440848626988867,1.7787214171986419,0.34165473070532837,-0.27144974218108064,-2.836399099642617,1.7485683790279545,-2.836399099642617,-2.836399099642617,0.5836666
SPOT_5m_PA_2003.08.01,-2.424328904795514,-2.424328904795514,-1.325716616127405,2.346355719670151,3.930041136001836,-2.424328904795514,-0.1217438118014682,0.2837212963066955,1.970120249876925,2.5728833689686006,-2.424328904795514,0.40888443926070206,2.6936649076212413,-2.424328904795514,2.28520129651682,-2.424328904795514,-2.424328904795514,-2.424328904795514,0.7537249255524312,2.7906068528134718,1.7803637145954516,4.187712130037578,6.167043684794975,0.666713548562802,-2.424328904795514,-2.424328904795514,-2.424328904795514,-2.424328904795514,-2.424328904795514,1.0096582996896322,-2.424328904795514,-2.424328904795514,-2.424328904795514,1.8097775998017456,-2.424328904795514,-2.424328904795514,-2.424328904795514,-2.424328904795514,-2.424328904795514,1.4674913933151128,2.9275292286805525,6.967249103411586,2.55240483762506,3.9213074560330816,2.893791089048702,1.2645505493184226,-2.424328904795514,2.9369632609139114,-2.424328904795514,0.871507961208815,-0.6325694355674596,-2.424328904795514,3.65331333855352,-2.424328904795514,-2.424328904795514,1.4807917
SPOT_5m_PA_2003.09.01,0.3852630973509843,-0.3879267908824975,-2.8728334406704974,1.4838753860190934,3.0243204269662423,-2.8728334406704974,0.3460423841977027,-0.793391898990663,2.0829936169307626,1.4176260004778927,-2.8728334406704974,0.3052203896774479,1.7422870761707614,-2.8728334406704974,1.6045033738077086,0.9113561932477632,-2.8728334406704974,-2.8728334406704974,1.58151385558301,3.7591683367251316,2.9907977349275985,5.061321792865824,5.673530128045519,0.7106854977856116,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,-0.3078840832089611,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,2.002363882530654,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,-2.8728334406704974,2.41037028806749,2.0969798589055024,7.056321858614208,2.2023403745633283,3.8117782869974293,3.0243204269662423,0.7647527190558874,-2.8728334406704974,2.9850997138129616,-2.8728334406704974,2.776140797490708,-1.0810739714424429,1.286049642689174,3.538984827039399,-2.8728334406704974,-1.2633955282363978,3.260143
SPOT_5m_PA_2003.10.01,1.9302380936460048,-2.4886025141505925,-2.4886025141505925,2.2298963571445016,4.347656763126475,-2.4886025141505925,0.15045481546466544,-0.8791646017164929,1.481689399401529,2.731753310927732,-2.4886025141505925,-2.4886025141505925,1.7010522278758327,-2.4886025141505925,1.9773056045039912,1.1223153984936314,-2.4886025141505925,-2.4886025141505925,2.0112071561796725,2.3555845723079987,3.99144204777606,5.107789789913603,4.3401095574910915,1.8154625790535768,-2.4886025141505925,0.6894513161973528,-2.4886025141505925,-2.4886025141505925,-2.4886025141505925,1.8552029077030907,-2.4886025141505925,-2.4886025141505925,-2.4886025141505925,0.401769243745572,-2.4886025141505925,-2.4886025141505925,-2.4886025141505925,-2.4886025141505925,0.6468917017785563,-2.4886025141505925,2.000033855581547,4.3928087894919425,1.1223153984936314,3.2671396994363193,2.858505016566876,0.07634684331094377,-2.4886025141505925,4.3508739240782495,0.07634684331094377,2.424052371585459,-2.4886025141505925,-2.4886025141505925,1.6385318708944983,-2.4886025141505925,-2.4886025141505925,0.44972724
SPOT_5m_PA_2003.11.01,-0.49176239714674264,-0.49176239714674264,-1.8780567582666325,1.012314999629532,3.5772643570910687,-1.8780567582666325,0.20138478341320276,0.42452833472741247,2.576290537986875,2.2963305116290043,-1.8780567582666325,-1.8780567582666325,0.20138478341320276,-1.8780567582666325,1.3408190666015676,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,2.0137635398439935,2.813291123962511,2.822423607525783,5.23671269009983,4.581847696110902,1.4892390717198412,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,-0.08629728903857803,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,0.20138478341320276,-1.8780567582666325,-1.8780567582666325,-1.8780567582666325,0.8945319639731482,1.906132875651628,2.8841171765311233,1.5559304462185137,3.953825719016884,2.8926278661990317,-1.8780567582666325,-1.8780567582666325,4.222262193753432,-1.8780567582666325,3.1392230785482913,-1.8780567582666325,-1.8780567582666325,1.4177801077376966,-1.8780567582666325,-1.8780567582666325,0.3158
SPOT_5m_PA_2003.12.01,0.059305137533515406,-2.505644219928021,-2.505644219928021,1.9487030763254864,5.3231903076600675,0.20240598117418873,-0.8962063074939213,-2.505644219928021,0.5853982334302943,1.0497038415613922,1.62149016511707,-2.505644219928021,1.5374070479065285,-2.505644219928021,4.634808823173136,-2.505644219928021,-2.505644219928021,-2.505644219928021,-2.505644219928021,3.3522889345554376,3.93210742980838,5.366810930135959,3.772877204237823,2.435998202681283,-2.505644219928021,-2.505644219928021,-2.505644219928021,-2.505644219928021,-2.505644219928021,2.5247937014644135,-2.505644219928021,-2.505644219928021,-2.505644219928021,3.776622526967985,-2.505644219928021,0.8616516100584528,-2.505644219928021,1.85106460676157,-2.505644219928021,0.7524523180934608,1.8381612019256623,1.4063787855001246,1.0207163046881398,3.936895946540177,3.388758614336829,0.6724096104199244,-2.505644219928021,4.196316146074519,-2.505644219928021,3.167679047243471,-0.5597340708727083,-2.505644219928021,-2.505644219928021,-2.505644219928021,-1.119349858808131,0.47333336
SPOT_5m_PA_2004.03.01,0.23805504308810566,-0.45509213747183974,-1.8413864985917296,1.7695314140524943,5.471166999510867,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,0.46119859440231536,-1.8413864985917296,3.5702595532633095,-1.8413864985917296,2.070636506836416,-1.8413864985917296,3.384360175121471,-0.45509213747183974,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,2.5406401360821516,3.8421932687469513,5.362762793444209,5.3038096364054415,0.9918268454644856,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,2.2190565119546894,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,2.5024189232619536,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,-1.8413864985917296,3.1144405590095303,-1.8413864985917296,3.276607313825025,4.191699723207071,2.9788950670133065,-1.8413864985917296,-1.8413864985917296,3.7115730863298872,-1.8413864985917296,3.2885122163313434,-1.8413864985917296,-1.8413864985917296,-0.45509213747183974,-1.8413864985917296,-1.8413864985917296,0.4204285
