,d__Eukaryota;p__Cercozoa;c__Filosa-Chlorarachnea;o__Chlorarachniophyceae;f__Chlorarachniaceae,d__Eukaryota;p__Chlorophyta;c__Chlorodendrophyceae;o__Chlorodendrales;f__Chlorodendraceae,d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales;f__Chlorococcaceae,d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Dolichomastigales;f__Dolichomastigaceae,d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Bathycoccaceae,d__Eukaryota;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Mamiellaceae,d__Eukaryota;p__Chlorophyta;c__Nephroselmidophyceae;o__Nephroselmidales;f__Nephroselmidaceae,d__Eukaryota;p__Chlorophyta;c__Pedinophyceae;o__Pedinomonadales;f__Pedinomonadaceae,d__Eukaryota;p__Chlorophyta;c__Prasinococcales;o__Prasinococcales_XX;f__Prasinococcales_XXXX,d__Eukaryota;p__Chlorophyta;c__Prasinococcales;o__Prasinococcales_XX;f__Prasinophyceae,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-7;f__Prasino-clade-7C,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-7;f__Prasino-clade-7_X-A,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-7;f__Prasino-clade-7_X-B,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Prasino-clade-9;f__Prasino-clade-9_XX,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pseudoscourfieldiales-clade-6;f__Pycnococcaceae,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pseudoscourfieldiales;f__Pycnococcaceae,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pyramimonadales;f__Pterospermataceae,d__Eukaryota;p__Chlorophyta;c__Prasinophyceae;o__Pyramimonadales;f__Pyramimonadaceae,d__Eukaryota;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae_XX;f__Trebouxiophyceae_XXXX,d__Eukaryota;p__Cryptophyta;c__Cryptophyceae;o__Pyrenomonadales;f__Chroomonadaceae,d__Eukaryota;p__Cryptophyta;c__Cryptophyceae;o__Pyrenomonadales;f__Pyrenomonadaceae,d__Eukaryota;p__Cryptophyta;c__Cryptophyceae;o__Pyrenomonadales;f__Pyrenomonadales_XX,d__Eukaryota;p__Dinophyta;c__Dinophyceae;o__Brachidiniales;f__Brachidiniaceae,d__Eukaryota;p__Discoba;c__Euglenozoa;o__Eutreptiales;f__Eutreptiaceae,d__Eukaryota;p__Haptophyta;c__Pavlovophyceae;o__Pavlovales;f__Pavlovaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Coccolithales;f__Calcidiscaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Coccolithales;f__Coccolithaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Coccolithales;f__Hymenomonadaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Isochrysidales;f__Isochrysidaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Isochrysidales;f__Noelaerhabdaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Phaeocystales;f__Phaeocystaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiales;f__Chrysochromulinaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiales;f__Prymnesiaceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophyceae_XX;f__Braarudosphaeraceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophyceae_XX;f__Prymnesiophyceae_XXXX,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophyceae_XX;f__Prymnesiophycidae_XXXX,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Prymnesiophycidae_XX;f__Prymnesiophycidae_XXXX,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Syracosphaerales;f__Syracosphaeraceae,d__Eukaryota;p__Haptophyta;c__Prymnesiophyceae;o__Zygodiscales;f__Helicosphaeraceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariales;f__Bacillariaceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariophyceae_X;f__Bacillariophyceae_XXX,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Bacillariophyta_XX;f__Bacillariophyta_XXXX,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Chaetocerotales;f__Chaetocerotaceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Corethrales;f__Corethraceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Coscinodiscales;f__Coscinodiscaceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Coscinodiscophyceae_X;f__Coscinodiscophyceae_XXX,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Cymatosirales;f__Cymatosiraceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Cymbellales;f__Cymbellaceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Rhizosoleniales;f__Rhizosoleniaceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Thalassionematales;f__Thalassionemataceae,d__Eukaryota;p__Ochrophyta;c__Bacillariophyta;o__Thalassiosirales;f__Thalassiosiraceae,d__Eukaryota;p__Ochrophyta;c__Bolidophyceae;o__Bolidomonadales;f__Bolidomonadaceae,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae-Synurophyceae;o__Chromulinales;f__Chromulinaceae,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae-Synurophyceae;o__Chrysophyceae-Synurophyceae_XX;f__Chrysophyceae-Synurophyceae_XXXX,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chromulinaceae,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chromulinales;f__Chrysosphaeraceae,d__Eukaryota;p__Ochrophyta;c__Chrysophyceae;o__Chrysophyceae_XX;f__Chrysophyceae_XXXX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Dictyochophyceae_XX;f__Dictyochophyceae_XXXX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Florenciellales;f__Florenciellales_XX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellaceae,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Pedinellales;f__Pedinellales_XX,d__Eukaryota;p__Ochrophyta;c__Dictyochophyceae;o__Rhizochromulinales;f__Rhizochromulinaceae,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Pelagomonadales;f__Pelagomonadaceae,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Pelagophyceae_XX;f__Pelagophyceae_XXXX,d__Eukaryota;p__Ochrophyta;c__Pelagophyceae;o__Sarcinochrysidales;f__Sarcinochrysidaceae,d__Eukaryota;p__Ochrophyta;c__Raphidophyceae;o__Chattonellales;f__Chattonellaceae,d__Eukaryota;p__Rappemonad;c__Rappemonad_X;o__Rappemonad_XXX;f__Rappemonad_XXXXX,d__Eukaryota;p__Stramenopiles_X;c__Stramenopiles_XX;o__Stramenopiles_XXXX;f__Stramenopiles_XXXXXX,d__Eukaryota;p__Streptophyta;c__Embryophyceae;o__Gymnodiniales;f__Kareniaceae,Chla.m
SPOT_5m_PA_2004.07.01,3.762089374613528,-0.8750638572276142,-0.46959874911944954,4.232395621504182,1.0708462918276993,4.691370426277364,-2.261358218347504,-2.261358218347504,-2.261358218347504,-0.6519203059134044,1.7089336952046175,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,1.7459749668849662,-0.6519203059134044,-0.8750638572276142,-2.261358218347504,-2.261358218347504,-2.261358218347504,1.8329863438745964,0.9967383196739776,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,1.3762279413788816,-0.6519203059134044,1.2351493431189757,4.108542764480722,5.055189958835472,4.133903379767945,3.825416508564802,1.7459749668849662,1.7459749668849662,1.5672831781415901,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,-2.261358218347504,0.8741359975816447,-2.261358218347504,2.333761631787085,0.30359113911403224,-2.261358218347504,2.302989973120331,-2.261358218347504,3.0809760336173064,-2.261358218347504,2.9034277555760095,3.136804483170248,3.776512701574633,3.167987410606936,-0.06413364101128494,-2.261358218347504,-2.261358218347504,3.5131933271969036,-2.261358218347504,3.3626592878398336,0.30359113911403224,0.22354843144049585,0.22354843144049585,-2.261358218347504,0.2961
SPOT_5m_PA_2004.08.01,3.114141064702725,0.16970208553628385,-1.9097394561435515,2.434065965710132,3.639336628751668,4.972698014854295,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,0.39284563685049356,-0.11797998691549694,-1.9097394561435515,1.4914579255186036,3.901401536833149,-1.9097394561435515,3.0102414696845736,-1.9097394561435515,2.06055245740857,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,2.7997907451687825,4.5748957794917,2.7053810606977082,6.114140536591326,0.7293178734717065,0.6552099013179848,2.2799152858828737,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,-1.9097394561435515,2.0975937290889197,-1.9097394561435515,4.238728839774096,0.28748512119266767,0.16970208553628385,3.383565368580941,4.1517174627844655,2.4722871785303298,0.5751671936444485,-1.9097394561435515,0.28748512119266767,3.9679963256360873,-1.9097394561435515,2.1677979877621674,-1.9097394561435515,0.7293178734717065,3.114141064702725,-1.9097394561435515,0.26815003
SPOT_5m_PA_2004.09.01,3.1539184011382164,-3.5818616131041106,-3.5818616131041106,2.424491546497622,-0.323765075082628,3.9252794666234974,-1.635951464048797,1.043111200180161,-3.5818616131041106,-0.8738114120019,0.49567583080160915,-3.5818616131041106,1.769996520371956,2.8574887579959882,0.1558080051792583,2.6022872778333728,-3.5818616131041106,0.6808182639372049,-3.5818616131041106,-3.5818616131041106,0.28933939780378015,-0.323765075082628,-0.323765075082628,-3.5818616131041106,-0.323765075082628,-0.18066423144195465,-3.5818616131041106,1.8474840158503305,-3.5818616131041106,2.4631437009319015,3.5023648089938058,4.856937510884115,3.5593835092463806,3.6333783656259873,1.6962530461264071,0.7085978280442804,1.6438850606090911,-3.5818616131041106,-3.5818616131041106,0.9928493653992723,-3.5818616131041106,-3.5818616131041106,2.8016450217798954,-3.5818616131041106,-3.5818616131041106,-3.5818616131041106,-0.6374226339376703,1.548037101818963,2.620673904083812,0.9824865783637255,-3.5818616131041106,1.955472653914426,0.17933850258945228,2.8050177062585346,2.07062756716454,-3.5818616131041106,3.449879645659018,4.679406537473538,2.5687411553421686,1.4615635038151362,-1.3846370357678914,-0.28602474709978143,3.961941254397399,-3.5818616131041106,2.928396727419039,-0.40380778275616436,0.9720152784964302,2.6287384639205427,-3.5818616131041106,0.2606
SPOT_5m_PA_2004.11.01,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,0.5707736090377731,3.086451917492527,4.652539389053014,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,0.9762387171459377,-1.5086679326420622,0.7939171603519828,1.1303893969731957,0.9762387171459377,-1.5086679326420622,0.9762387171459377,-1.5086679326420622,0.2830915365859923,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,0.43724221641325034,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,1.8586278973444115,4.407534129965372,4.67134872101051,1.669385897705883,4.658848558246278,2.154893713487584,0.2830915365859923,0.8892273401563076,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,2.1802115214718736,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,1.056281424819474,-1.5086679326420622,-1.5086679326420622,2.7254385719551966,-1.5086679326420622,3.2187198860702777,-1.5086679326420622,-1.5086679326420622,3.1163048806422085,4.15775875547037,1.2639207895977185,-1.5086679326420622,-1.5086679326420622,-1.5086679326420622,4.68573745846261,-1.5086679326420622,3.6503873665724664,-1.5086679326420622,-1.5086679326420622,1.324545411414153,-1.5086679326420622,0.24116664
SPOT_5m_PA_2004.12.01,0.5666974656023314,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,3.1056713366606075,4.491965697780499,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,0.8543795380541122,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,0.8543795380541122,-1.2250620036257232,3.578959041107533,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,2.5816004861445965,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,2.1422338263607505,3.2635743661064165,3.8929318087910314,2.10714250654948,4.384409791559237,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,2.835381006920696,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,1.7706702699282673,-1.2250620036257232,1.1728332691726475,-1.2250620036257232,-1.2250620036257232,1.3398873538358131,-1.2250620036257232,2.10714250654948,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,3.650135319575428,3.2635743661064165,-1.2250620036257232,-1.2250620036257232,-1.2250620036257232,3.169387151046715,-1.2250620036257232,3.1056713366606075,0.5666974656023314,-1.2250620036257232,1.5475267186140576,-1.2250620036257232,0.3332222
SPOT_5m_PA_2005.01.01,-0.5993499758148948,-0.2049347038933158,0.4619445498460193,-0.5884209052827041,4.773636429949095,6.192439297031097,0.019689232591328043,-2.5452601248702083,-5.1102094823317445,-0.9670747559402129,-5.1102094823317445,-1.3966374156274375,-2.114477208777754,-1.0497664717853263,-0.5563325907312047,0.9558986077720029,-5.1102094823317445,4.548783192979138,-0.8761029777344858,-0.28992791672670837,0.41524345680003893,5.243716543955278,-3.31845001310369,-0.7664040604780604,-5.1102094823317445,-1.303546992561425,-5.1102094823317445,-0.4562491321742215,-1.7429136523452717,2.7576620080645764,5.086358047717757,4.394142885791089,3.0177855734402,3.7529818583591092,1.9232970019559525,-1.7780049721565403,1.2266162488146959,-1.0671582144971952,0.9512474365962715,0.301436569523295,-0.4280782552075255,-5.1102094823317445,1.8055139662995687,-5.1102094823317445,0.20791051151247153,-0.02261314709936091,4.854655349879287,4.703079802286235,2.0521880150239724,1.386565507854117,5.2252552728526585,-0.07325687991811591,-1.6444735795320193,0.8140463150827868,0.6391835035765085,-5.1102094823317445,-1.6762222778465992,3.6662663070145753,2.7106313975755985,-5.1102094823317445,-0.18295579717454036,-5.1102094823317445,4.029279148672487,-0.6103998120014795,3.0659008599055966,2.764529642840065,-1.6444735795320193,-2.4711521527164857,-2.4711521527164857,1.544
SPOT_5m_PA_2005.02.01,0.6262206370920032,0.4157170207136138,0.7354874077168949,0.7950795049191406,4.655443772943027,5.976500839001341,1.5645753567246752,-2.176161748626555,-5.6101489531117,-3.412924375775482,-5.6101489531117,-1.9992310404674765,-3.2122536803133297,-2.2428531231252276,-1.2156997984392621,2.1370160134086333,-5.6101489531117,3.372663269232448,-1.6398570395595797,-0.18961395383941504,1.0606173677341735,3.6730700642770544,-1.1913083453151039,-0.2871389739732928,-2.776935609055485,-1.361653711062342,-2.9020987520094916,1.483255672757065,-2.776935609055485,3.377422797255345,5.344771925240876,4.462617131246426,3.608060377243177,4.533732504145164,3.0447170434296096,-2.5191064997533843,1.875342654919054,-5.6101489531117,-1.49927508893839,1.0297268807148345,-5.6101489531117,-5.6101489531117,3.987356769801213,-5.6101489531117,-1.2663435312580162,2.2006091634176554,3.468486927867054,1.482424762862978,3.491492001941141,1.9106274619510968,4.1007242531450405,0.724905298386358,0.4834208169334344,2.9381552333295895,1.1339102331996465,-5.6101489531117,0.9452079386989638,4.310392353990254,3.4602394584370364,-5.6101489531117,0.06317431405979157,-5.6101489531117,4.457071791407029,-0.5862684322654248,3.426433092731015,2.582421518040473,-1.9992310404674765,-5.6101489531117,-1.9725627933853147,0.34541667
SPOT_5m_PA_2005.04.01,-2.651333062221471,-0.7054229131661574,-0.3487479692274249,2.808252451922688,2.611357126683415,3.888252893396199,1.0622390044828371,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,0.1212556600183099,0.18188028183474536,-2.651333062221471,2.345879211542644,-2.651333062221471,0.48416115370767887,0.845174499245009,1.1553294275488488,-2.651333062221471,-1.26503870110158,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,-2.651333062221471,2.8938443822580915,6.597362263631176,5.843000835048684,3.8038655011186515,2.7692019370508154,-2.651333062221471,0.7826541422636755,4.383054867694032,-2.651333062221471,-2.651333062221471,0.1212556600183099,-2.651333062221471,-2.651333062221471,5.2785133675210325,3.7943867571641077,-2.651333062221471,2.4903304942811886,1.2999106563599563,3.520367535189444,5.566914864464275,2.4424171385852915,-2.651333062221471,-2.651333062221471,-2.651333062221471,3.7455965929946755,-0.5718915205416346,-2.651333062221471,2.4175711399987607,3.800715892215755,2.6957744684959977,-2.651333062221471,2.411261970805496,-2.651333062221471,1.9637874546197889,-2.651333062221471,0.8750274623946908,2.733162000567618,-2.651333062221471,-2.651333062221471,-2.651333062221471,7.690791
SPOT_5m_PA_2005.05.01,-0.9022135135202412,-0.30750640577354904,-2.065364323325923,1.0073289913641972,4.574772914240175,4.661827851877123,0.879074655840518,-3.6748022357600227,-3.6748022357600227,-3.6748022357600227,-3.6748022357600227,-3.6748022357600227,-1.4775776584238027,-3.6748022357600227,-1.4775776584238027,-0.7303632565935825,-1.7288920867047093,3.441591908333442,-3.6748022357600227,0.49958503413561406,1.129218808973234,2.8428690371522523,-3.6748022357600227,-0.3425977255848194,-3.6748022357600227,-3.6748022357600227,-3.6748022357600227,1.1614796711914552,-3.6748022357600227,2.8805546560506423,4.172178746378766,3.6679769535718227,2.1090229465697146,1.7545433931944183,1.8386265104049588,-0.7303632565935825,1.322410038004092,-1.4775776584238027,-0.2736048540978677,4.293517264252694,-3.6748022357600227,-3.6748022357600227,6.4072498246923475,-0.5837597824017067,1.8466586821022233,3.296866368965767,1.1927322146955595,2.151197871620427,3.8795325879657248,3.8095664075261078,4.3617711739472895,-3.6748022357600227,0.06286738252334523,1.1454793298450143,1.8546268517514006,-3.6748022357600227,0.1753453659500357,4.063685886734623,3.1732030388163404,-3.6748022357600227,-0.7303632565935825,-3.6748022357600227,1.0525855829523172,-3.6748022357600227,2.6314730511879922,3.241912784593586,1.3358330583362328,-1.5953606940801865,-3.6748022357600227,1.8909999
SPOT_5m_PA_2005.06.01,4.589920153097223,1.9906031521314782,-0.571595171958168,3.016871822115311,3.6702453232388272,4.890873719250049,-3.9037996821333723,0.7501606680241508,-1.7065751047971522,0.40026541107079705,2.4575027954396225,-3.9037996821333723,0.10353350309909892,0.23933504425816032,-0.07515828564427718,-0.43806377933364615,-3.9037996821333723,4.034645869031416,-0.6849238572651712,-3.9037996821333723,-3.9037996821333723,3.549182647332088,-1.338850324671836,-3.9037996821333723,-3.9037996821333723,-0.5026023004712172,-3.9037996821333723,1.9192462133496466,-3.9037996821333723,0.9002213625998845,3.2898861362617393,5.305940509770778,3.4789467676055392,5.213986708232202,0.7966806836590434,0.45290914455621945,1.855102091743908,-3.9037996821333723,-1.1312109598935907,0.28585505989305293,-3.9037996821333723,-3.9037996821333723,-3.9037996821333723,-3.9037996821333723,-3.9037996821333723,-3.9037996821333723,1.3165561429449522,0.7596394119786947,-3.9037996821333723,-3.9037996821333723,-0.032598671225481546,1.8392035056761102,0.940387404325219,2.953714380412018,0.3446955599159862,-0.469812477648226,3.2019864473478994,4.3533266038640575,3.3672088561476197,2.1506396641359977,-0.571595171958168,-3.9037996821333723,3.6288239366554156,-0.6079628161290431,3.089215440799588,1.7660812408471473,0.8919908634633691,2.4115583193889627,-3.9037996821333723,0.5954286
SPOT_5m_PA_2005.07.01,0.33850290767786007,-1.8015632558184116,-3.593322725046466,1.0217977917947936,3.8515105488457277,2.0800005421250267,-3.593322725046466,2.0270781406706844,-0.648883745880025,2.2326773823339847,-3.593322725046466,1.0510681740949064,2.5530065326224314,0.6971367161019257,2.1781183980835497,-3.593322725046466,-3.593322725046466,-3.593322725046466,-3.593322725046466,-3.593322725046466,-3.593322725046466,2.83478254763813,-1.1954274522480954,-3.593322725046466,-3.593322725046466,1.6745354340168621,-3.593322725046466,0.4842147188592536,1.4629230803018425,1.60517430621936,5.3226465863271395,5.012247576987185,3.6996949547263163,5.416002447688508,1.0414062631831698,0.09555672906747059,3.4024434312583844,-3.593322725046466,-3.593322725046466,0.9175367814703845,-3.593322725046466,-3.593322725046466,2.2057699294140605,-3.593322725046466,-3.593322725046466,-3.593322725046466,4.091920882929367,1.151609403316784,-1.0283733675849298,0.12024934165784185,-1.2907376320524193,3.1990217024243437,0.7241653884898449,4.3938620231870065,2.275974188087309,-3.593322725046466,4.10651968235052,4.600906579773351,4.27798847827694,-3.593322725046466,0.2568248766635932,-3.593322725046466,5.633186228091301,1.6484242900131765,2.8697067318742047,-3.593322725046466,-1.2907376320524193,0.9392767681067902,-3.593322725046466,0.35766667
SPOT_5m_PA_2005.08.01,0.44252758181899576,-2.585994514557986,-3.684606803226097,2.077444579554081,1.9818198848863355,0.8901041752772869,-3.684606803226097,1.4971767470659891,-2.298312442106206,1.6285991758156912,0.8152028671041691,3.301035014413112,2.247638384221914,1.0067410790030475,-0.15824627860993434,-3.684606803226097,-3.684606803226097,-1.199700153438095,-3.684606803226097,-3.684606803226097,-3.684606803226097,1.54650181362849,0.3929306406796229,-3.684606803226097,-3.684606803226097,1.9921469990421858,-3.684606803226097,2.3930354401229383,-1.6051652615462606,2.5478412133244266,6.056185333651255,5.24018255730726,2.9924766580210393,5.604914366624528,1.2989998184822404,0.44252758181899576,2.4595788308995497,1.0158735625663198,-3.684606803226097,-0.6888745296721046,2.3460784570351674,-3.684606803226097,-3.684606803226097,-3.684606803226097,-3.684606803226097,-1.38202171023205,0.2856851103260256,-3.684606803226097,-3.684606803226097,1.0515916451683989,-0.8513934591698797,4.210456694865476,-1.045549473610838,3.3220884236109445,1.0860778212395683,-3.684606803226097,2.236971616417719,4.09444184169946,3.5239935347341023,-3.684606803226097,0.605852637922295,-1.1196574457645587,6.487494674669,1.5571402118335458,3.947794323375357,-3.684606803226097,-0.047020643499710246,2.067965835599537,-0.021045157096449607,0.23379998
SPOT_5m_PA_2005.09.01,2.7751388405094026,-1.5831712675471632,-3.6626128092269994,3.3647017048127776,2.8066375075687735,4.481485654111525,0.6140533097890568,0.744106438037254,-3.6626128092269994,-0.4845589788790532,-0.8293994651707832,-3.6626128092269994,-0.772241051330834,2.044497455521877,-0.5715703558686833,-0.7181738300605582,-3.6626128092269994,2.6159086149388457,-3.6626128092269994,-3.6626128092269994,-0.8293994651707832,3.057607345908296,-1.5831712675471632,-3.6626128092269994,-1.716702660171686,2.111938736317409,-3.6626128092269994,1.5135369233468303,-1.0235554796117405,1.220189113359372,3.591565037229519,4.53849883521576,3.309055795498791,4.792279355991859,1.6652633595625819,0.4805219171645341,2.0576989673804125,-0.8293994651707832,-0.5715703558686833,1.62059091951099,-3.6626128092269994,-3.6626128092269994,1.708025218900664,-3.6626128092269994,-3.6626128092269994,-3.6626128092269994,1.7445589622331195,-3.6626128092269994,2.2010183663710983,1.708025218900664,-3.6626128092269994,1.028735073002145,0.2886309093544286,2.277558443493432,0.4317317529951019,-3.6626128092269994,1.957788056490151,4.131386280276997,3.0966424614366943,1.4311373915797638,-0.5715703558686833,-3.6626128092269994,3.6827520311898696,-3.6626128092269994,3.359363613845161,1.1495715461454186,1.1495715461454186,0.9223546694435729,-3.6626128092269994,0.3666522
SPOT_5m_PA_2005.10.01,4.147172273858073,-3.8086035076761133,-3.8086035076761133,4.138014055568359,3.8538643075241232,6.265681115802015,-1.5060184146820683,-0.7175610543177973,-3.8086035076761133,-0.7640810699526908,0.45407636936520124,0.5221298326102177,0.8163693056081573,2.032038149697285,0.9788882351059325,2.0378352673816105,-3.8086035076761133,-1.1695461780608545,-3.8086035076761133,-3.8086035076761133,-3.8086035076761133,1.3212952072469593,-0.975390163619898,-3.8086035076761133,-3.8086035076761133,1.9628376154539025,-1.5060184146820683,1.333060048826546,-2.4223091465562225,2.5492387588319856,4.855974670653183,5.029948282551288,4.400432758098957,5.102252079729137,1.459254651387214,0.42550299692114546,2.1952835594304254,-3.8086035076761133,-1.1005533065739046,1.611931491596172,0.0415440940339451,-3.8086035076761133,-3.8086035076761133,-3.8086035076761133,-3.8086035076761133,-0.8641645285096731,0.33453121871541924,-0.975390163619898,1.3675462248977155,-0.17101734794972767,-3.8086035076761133,2.4471465340772527,0.08321679043451269,3.599320814883485,-0.0019410179057937071,-3.8086035076761133,3.36765102434103,4.581210754410293,3.8907858985806225,0.8163693056081573,-1.1005533065739046,-3.8086035076761133,4.684296991171079,-3.8086035076761133,3.567904618650106,-3.8086035076761133,0.30227035649719713,2.869738606978218,-3.8086035076761133,0.52442104
SPOT_5m_PA_2005.11.01,3.608750915323469,-1.5371272689124815,-4.427499026808647,3.067487207141886,3.4510351693317145,5.572661412987742,-2.3480574851288107,-1.3364565734503309,-4.427499026808647,-0.08369360495496281,-0.4385149802443724,-1.4830600476422067,0.38468532856377013,2.52618518406189,1.626940319460723,1.8950662131186373,-1.7194488257064364,1.302600756164927,-1.942592377020647,-4.427499026808647,-1.2494451964607016,2.332915664274781,-2.3480574851288107,-1.5371272689124815,-1.8625496693471106,1.0363327782169627,-4.427499026808647,1.3090732706705452,-1.3364565734503309,0.9290872478633654,4.19188967692226,4.860265242132339,3.5963809659262305,4.886029502963705,0.5764472791368123,0.3516244663028818,1.551386738092475,-0.816581114164423,-0.5988576303195519,0.5492347156119273,-2.230274449472427,-4.427499026808647,0.2998887919036939,-4.427499026808647,-4.427499026808647,-0.7639373806790006,-0.7639373806790006,-4.427499026808647,1.2492547754596348,0.8906209670355691,-2.124913933814602,1.0572979066820078,0.09428955024039354,2.610406936638535,-2.6357395575805924,-4.427499026808647,2.6286762572917635,4.582925919972533,2.8709460746995,1.0363327782169627,0.44769829639250425,-2.8180611143745473,3.729298019867004,-0.4572071132565254,3.443048817699065,-0.49567339408432165,1.3501532964140095,1.305842250089098,-4.427499026808647,0.4355
