,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales,k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales,k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales
0,4.398789428112013,3.729906869551699,0.3557381602774629,1.454350448945572,0.5380597170714179,-1.2536997521566366,7.244718283933267,6.432462551336268,9.381145568703188,-1.2536997521566366,-0.5605525715966913,1.9243540781913089,7.065042500535762,10.734117376132104,8.27269146632177,2.113596077829836,1.5795135918995786,7.379140862785562,5.378302025238993,1.2312068976313633,-1.2536997521566366,-1.2536997521566366,-0.5605525715966913,-1.2536997521566366,3.341420097977953,-0.1550874634885275,1.881794463772513,-0.5605525715966913,-1.2536997521566366,-1.2536997521566366,-1.2536997521566366,-0.1550874634885275,-1.2536997521566366,-1.2536997521566366,-0.1550874634885275,-1.2536997521566366,-1.2536997521566366,3.0770335881296944
1,2.8807990752181123,2.9665658969755384,0.2855443682612471,1.7671489091854635,-0.2252812555047434,-0.6307463636129071,6.801737444304211,6.014994589666026,10.3214714675751,-1.3238935441728523,-1.3238935441728523,1.5093197998833627,6.836053111405694,10.687270661057868,7.819772694535336,2.1726140172936272,1.2410558132886838,7.034069421672827,4.438157838607324,0.9786915488211924,-1.3238935441728523,-0.6307463636129071,0.6220166048824609,-1.3238935441728523,3.959310184565135,0.2855443682612471,0.9786915488211924,-0.2252812555047434,1.2410558132886838,-1.3238935441728523,0.0624008169470382,-1.3238935441728523,-0.6307463636129071,-1.3238935441728523,-0.6307463636129071,-1.3238935441728523,-1.3238935441728523,6.952755581249007
2,3.5068549345896907,2.9397484749251106,0.9116002276328246,2.0102125163009337,-0.0046905042413296,0.2184530470728791,6.991762229502093,5.87584248215937,10.277353339845744,-1.3909848653612205,-0.6978376848012751,2.0747510374385048,6.678670441524944,10.494551882846094,7.749147611571465,1.9763109646252524,0.6884566763186157,7.0221802556309685,5.567463527936434,0.9116002276328246,-1.3909848653612205,-1.3909848653612205,0.554925283694093,-1.3909848653612205,4.029550133911065,0.400774603866834,0.8062397119749978,-0.0046905042413296,2.3466847529221475,-1.3909848653612205,-0.6978376848012751,-1.3909848653612205,0.400774603866834,-1.3909848653612205,-0.0046905042413296,-1.3909848653612205,-1.3909848653612205,8.368054782809034
3,3.4812139456457443,3.158440553382693,1.1255190273377504,2.678867473120807,-1.2723762454606202,-0.1737639567925111,6.61520778619966,5.645329364374685,9.78638744286116,-1.2723762454606202,-0.5792290649006748,1.7721461922628023,6.993788191151872,10.69604816255246,7.100253494764265,1.7233560280933702,-1.2723762454606202,7.659704192642687,4.688629094162653,1.1255190273377504,-1.2723762454606202,-1.2723762454606202,0.3370616669734811,-0.5792290649006748,4.249084672401627,0.3370616669734811,-1.2723762454606202,-0.5792290649006748,3.6328985329778094,-1.2723762454606202,2.1933596573391068,-0.5792290649006748,1.0302088475334266,-1.2723762454606202,-0.1737639567925111,-0.5792290649006748,-1.2723762454606202,-0.5792290649006748
4,2.8913591001000185,2.742939094981745,-0.4759367298864561,2.3862641510430134,-1.1690839104464017,-1.1690839104464017,6.890192312859248,6.034321610636694,9.179538080656098,-1.1690839104464017,-1.1690839104464017,2.198211919540073,7.730373995907565,11.140925237315582,7.866545867737162,1.7753550687200388,-1.1690839104464017,7.744062628705405,2.989799172913271,1.4699734191688574,-1.1690839104464017,-1.1690839104464017,-1.1690839104464017,-1.1690839104464017,3.0504237947297064,0.776826238608912,-1.1690839104464017,-1.1690839104464017,3.035608708944565,-1.1690839104464017,4.072663104613242,-0.4759367298864561,-1.1690839104464017,-1.1690839104464017,-0.4759367298864561,-0.0704716217782905,-1.1690839104464017,0.2172104506734893
5,3.764191360280996,2.369864827463841,0.0344899116468049,1.5749349525939529,-1.064122377021306,-1.064122377021306,7.524088301630212,6.156982721161191,6.959430015383042,-1.064122377021306,-1.064122377021306,2.8070786338865847,7.526507132468113,11.338182948715492,8.209474444589892,1.3337728957770647,0.0344899116468049,7.868354231440435,1.133102200314914,1.2384627159727408,-1.064122377021306,-1.064122377021306,0.0344899116468049,-0.3709751964613605,0.5453155354127954,0.0344899116468049,-1.064122377021306,-1.064122377021306,0.5453155354127954,-1.064122377021306,1.0153191646585302,-0.3709751964613605,-1.064122377021306,-1.064122377021306,0.7276370922067485,-1.064122377021306,-1.064122377021306,0.5453155354127954
6,2.718906960095387,3.0317792813757247,-0.074301049347131,1.7174584198809235,-1.17291333801524,-1.17291333801524,7.439408198492574,6.120104341757542,9.45184713213985,-1.17291333801524,-1.17291333801524,1.8716090997081825,7.004883345262537,11.206019580519374,8.328154464598683,1.4661439916000187,-0.4797661574552947,8.682223953579841,3.883332467333068,1.5996753842245417,-1.17291333801524,-1.17291333801524,0.7729968110400733,-0.4797661574552947,3.304423476462965,0.6188461312128144,-0.4797661574552947,-1.17291333801524,0.6188461312128144,-1.17291333801524,1.3920360194462962,-1.17291333801524,-1.17291333801524,-1.17291333801524,-0.074301049347131,-0.4797661574552947,-1.17291333801524,-1.17291333801524
7,3.79786427667989,2.791844774839605,0.6917839459570327,2.0780783070769235,3.0896792187554034,-1.0999755232710218,7.420412559041735,6.719258930588048,8.378634717635482,-1.0999755232710218,-1.0999755232710218,0.9794660184088144,6.777800810006238,11.087821129063908,7.774332515312333,1.9910669300872943,-1.0999755232710218,7.8515941197478,0.5094623891630796,0.8459346257842917,-1.0999755232710218,-0.4068283427110764,-0.4068283427110764,-0.4068283427110764,2.0780783070769235,0.8459346257842917,-0.4068283427110764,-1.0999755232710218,-1.0999755232710218,-1.0999755232710218,-0.4068283427110764,0.286318837848869,-1.0999755232710218,-1.0999755232710218,0.286318837848869,-0.4068283427110764,-1.0999755232710218,-1.0999755232710218
8,3.109228853059225,2.43234219337106,-0.3084978305541419,0.6077929013200141,-1.001645011114087,-1.001645011114087,7.898904002822213,7.023544310776748,7.212820149645099,-1.001645011114087,-1.001645011114087,2.3656508188723877,6.481036817040565,11.124458674023153,8.55892960797084,1.9940872624399049,0.0969672775540235,6.552689812611661,1.3962502616842831,0.0969672775540235,-1.001645011114087,-1.001645011114087,-1.001645011114087,-0.3084978305541419,1.5633043463474507,1.4832616386739126,-0.3084978305541419,-1.001645011114087,-0.3084978305541419,-1.001645011114087,0.0969672775540235,-1.001645011114087,-1.001645011114087,-1.001645011114087,0.944265137941226,-1.001645011114087,-1.001645011114087,0.0969672775540235
9,2.6486478296186142,2.5432873139607874,0.3460627366245674,-0.3470844439353779,0.0583806641727875,-1.0402316244953234,7.870354093794809,6.617051168482867,7.642984350745366,-1.0402316244953234,-1.0402316244953234,0.90567852455999,6.505686526714,11.347558228579915,8.553396410644321,2.3609657571668325,1.1569929528408966,7.973241919244869,1.4446750252926766,1.2623534684987234,-1.0402316244953234,-1.0402316244953234,-1.0402316244953234,-0.3470844439353779,-1.0402316244953234,1.904207354671117,1.5247177329662147,-1.0402316244953234,0.90567852455999,-1.0402316244953234,0.3460627366245674,-1.0402316244953234,-1.0402316244953234,-1.0402316244953234,0.3460627366245674,0.0583806641727875,-1.0402316244953234,-1.0402316244953234
