,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales,k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Brachyspirales,k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales,k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales
0,1.197138825196289,7.458283468042391,0.5910030216259727,2.095080418402248,-0.1021441589339726,0.185537913517809,6.414048917108992,5.092662831244399,10.109281421953725,-1.2007564476020818,0.5910030216259727,0.8786850940777526,3.9350419894481794,10.338528532587004,5.710990852649592,0.185537913517809,-0.1021441589339726,2.2004409340600724,1.689615310294082,0.185537913517809,-1.2007564476020818,-1.2007564476020818,3.674440875599069,-1.2007564476020818,5.483855280065844,-0.1021441589339726,-1.2007564476020818,0.7451537014532317,2.018119377266117,-0.5076092670421364,1.284150202185918,-0.5076092670421364,1.8902860057562345,-1.2007564476020818,-0.5076092670421364,-1.2007564476020818,-1.2007564476020818,4.169881580525581
1,1.9859353681599536,7.652233892222227,0.636008651210938,0.9926835951496696,-0.6167543172844301,-0.6167543172844301,6.66014780713176,5.770125002078215,10.746400030226184,-1.3099014978443757,0.2995364145897241,0.0763928632755153,4.179036228312311,10.551855229666424,6.240233844644053,0.481857971383679,-1.3099014978443757,2.4277681204389925,2.679082548719899,1.0879937749539952,-1.3099014978443757,-1.3099014978443757,4.416946249742821,-1.3099014978443757,6.334060451158154,0.636008651210938,-1.3099014978443757,-0.6167543172844301,2.9242050067528838,-0.6167543172844301,0.9926835951496696,-0.2112892091762663,1.462687224395406,-0.6167543172844301,0.0763928632755153,-1.3099014978443757,-1.3099014978443757,6.498421552546681
2,2.311399364802913,7.720191804905099,0.8591470358912243,2.1748238297971607,-0.4401359482390372,0.6584763404290737,6.962518803958832,6.146035706615638,11.066885455344096,-1.5387482369071463,0.4071619121481671,1.5522942164511695,4.382830182736669,10.742260252282264,6.565955231463962,1.294465107149069,-1.5387482369071463,2.431543676644976,3.754556587817346,0.7638368560868987,-1.5387482369071463,-0.4401359482390372,4.903791929561052,0.4071619121481671,6.790427205170255,0.5406933047726898,-1.5387482369071463,0.5406933047726898,3.44485838480119,-0.1524538757872555,1.1003090927081125,-1.5387482369071463,1.895238967577999,-1.5387482369071463,0.4071619121481671,-1.5387482369071463,-1.5387482369071463,7.729483613484813
3,2.2102986219027567,7.942830509844944,-0.5622901003370249,1.309512076564566,-0.1568249922288611,-0.1568249922288611,7.330535425914093,6.336928847622826,10.242963205456697,-1.2554372808969705,-1.2554372808969705,-0.5622901003370249,4.309083126425723,10.79313324165576,6.440320709657791,0.3540006315371293,-1.2554372808969705,3.088368140956714,1.8800569350321796,1.1424579919014004,-1.2554372808969705,-1.2554372808969705,3.964918544181355,-0.1568249922288611,6.554915402827319,0.1308570802229205,-1.2554372808969705,-0.5622901003370249,1.922616549450975,-1.2554372808969705,2.887697445494563,-1.2554372808969705,0.3540006315371293,-1.2554372808969705,-0.1568249922288611,-1.2554372808969705,-1.2554372808969705,6.5360855382537615
4,1.042514727688518,7.801479933085494,-1.0369268139913164,1.52802254347022,-1.0369268139913164,-1.0369268139913164,6.160508540105274,5.20139781104819,10.091394433538076,-1.0369268139913164,-1.0369268139913164,0.3493675471285744,4.554060166519539,10.748069499916474,5.652672455187649,0.9089833350639952,0.3493675471285744,2.6766452527129907,0.5725110984427833,0.0616854746767927,-1.0369268139913164,-1.0369268139913164,3.5169500776092235,-1.0369268139913164,5.11154148192633,0.0616854746767927,-1.0369268139913164,-1.0369268139913164,1.160297763344902,-1.0369268139913164,3.239739305024738,-0.3437796334313709,-1.0369268139913164,-1.0369268139913164,0.5725110984427833,-1.0369268139913164,-1.0369268139913164,3.345099820682565
5,1.7379834353369397,8.261854836612937,0.7394546052258129,1.501594657272708,-0.1078432551613914,-0.5133083632695552,6.60349154264729,5.789310612475349,10.3198105380778,-0.5133083632695552,-1.2064555438295006,0.402982368604599,4.200716227630617,10.737862651258808,6.125259425896965,0.1798388172903902,-1.2064555438295006,2.194741837832653,2.0124202810387004,0.5853039253985539,-1.2064555438295006,-1.2064555438295006,3.4282734444001344,-0.5133083632695552,5.168569275998595,-0.1078432551613914,-0.5133083632695552,-0.1078432551613914,1.9715982865184447,-0.5133083632695552,1.9715982865184447,-0.1078432551613914,1.0961295491645444,-1.2064555438295006,0.7394546052258129,-1.2064555438295006,-1.2064555438295006,3.713525381998624
6,1.7987510962437128,8.687177921206036,-1.2457713414797098,1.23913530830829,-0.5526241609197644,-0.1471590528116007,6.565392043545568,5.851777509135083,10.359496266664948,-0.1471590528116007,-1.2457713414797098,-1.2457713414797098,4.44458811284435,10.798246972492702,6.258620217681528,0.5459881277483447,-0.5526241609197644,2.365146571164514,3.5745102241253264,1.0568137515143352,-1.2457713414797098,-1.2457713414797098,3.659503436958719,-1.2457713414797098,5.829191856486333,0.3636665709543898,-1.2457713414797098,0.140523019640181,3.328939637023673,-1.2457713414797098,2.724520572072411,-1.2457713414797098,1.0568137515143352,-1.2457713414797098,0.5459881277483447,-1.2457713414797098,-1.2457713414797098,6.211837948235896
7,1.1679900467396465,8.237013473317905,-1.1345950462543986,-0.4414478656944531,-0.4414478656944531,-1.1345950462543986,6.434300617152597,5.63619437765458,10.583945235479076,-0.4414478656944531,-1.1345950462543986,-0.4414478656944531,4.802941158828027,11.196143559831564,6.398028572534389,0.8113151028009149,-1.1345950462543986,3.450372432416172,0.944846495425436,0.657164422973656,-1.1345950462543986,-1.1345950462543986,4.426086584761128,-1.1345950462543986,5.836135031889127,0.2516993148654922,-1.1345950462543986,-1.1345950462543986,0.944846495425436,-1.1345950462543986,3.5001339419752373,-0.0359827575862894,-0.4414478656944531,-1.1345950462543986,-0.0359827575862894,-0.4414478656944531,-1.1345950462543986,5.087981221816969
8,1.0728407326553029,8.309420027420398,-0.0257715560128062,1.1782012483131297,0.2619105164389754,-1.1243838446809151,5.959004002944379,5.507617932714714,10.29921848232911,-1.1243838446809151,-1.1243838446809151,-0.4312366641209699,4.208334948584453,10.915687343797387,6.0113035023472285,0.4850540677531842,-1.1243838446809151,3.594115026614179,1.3605228051070846,0.2619105164389754,-1.1243838446809151,-1.1243838446809151,3.179681248523254,-1.1243838446809151,5.378406201234708,-0.4312366641209699,-1.1243838446809151,-1.1243838446809151,1.440565512780621,-1.1243838446809151,4.07962284239588,-1.1243838446809151,0.2619105164389754,-1.1243838446809151,0.2619105164389754,-1.1243838446809151,-1.1243838446809151,4.326654608884785
9,2.012357468332496,9.116330360689586,-1.1656963620154492,1.4733609675998096,-1.1656963620154492,-0.4725491814555038,7.066743796454887,5.7043570497826765,10.417006999562195,-1.1656963620154492,-1.1656963620154492,0.2205979991044415,4.818239918671741,11.131427406398666,6.267378986883131,-0.0670840733473401,-1.1656963620154492,3.724652766206305,2.3000395407842777,0.4437415504186504,-1.1656963620154492,-1.1656963620154492,3.570502086379045,-1.1656963620154492,5.398159164516678,-0.0670840733473401,-1.1656963620154492,-0.4725491814555038,1.9253460913428668,-1.1656963620154492,3.4394738239726426,-1.1656963620154492,0.2205979991044415,-1.1656963620154492,0.4437415504186504,-0.4725491814555038,-1.1656963620154492,2.8947466485309707
